window,target,horizon_q,object,spec_id,n,mae,rw_mae,bias,mae_ratio_street,rw_mae_ratio_street,passes
W1,adj_ebitda_margin_pct,1,dispersion_conditioned,rw_hl4_from21,13,1.8781451549748085,1.5114881363292598,1.5960958247413328,1.1443835105695395,1.2074284000896371,False
W1,adj_ebitda_margin_pct,1,dispersion_conditioned,rw_hl4_med,13,1.8239538987492472,1.5125240140795824,0.39374312414419393,1.1113639221328764,1.2082558946525768,False
W1,adj_ebitda_margin_pct,1,dispersion_conditioned,rw_hl4_usd,13,1.7481257325186543,1.3907358275498458,0.8682108276759136,1.0651606226481884,1.1109673273942595,False
W1,adj_ebitda_margin_pct,1,street_plus_bias,ew,13,3.7539791279922388,3.406112320169771,3.7539791279922388,2.287358781464449,2.720918974101891,False
W1,adj_ebitda_margin_pct,1,street_plus_bias,ew_usd,13,3.7539791279922388,3.406112320169771,3.7539791279922388,2.287358781464449,2.720918974101891,False
W1,adj_ebitda_margin_pct,1,street_plus_bias,rw_hl4,13,2.2869099730761935,1.656231049833227,1.943726434340679,1.3934503711884445,1.323053988062057,False
W1,adj_ebitda_margin_pct,1,street_plus_bias,rw_hl4_from21,13,3.1731521947367893,2.2588418981970864,3.1731521947367893,1.933451756146629,1.8044401366054899,False
W1,adj_ebitda_margin_pct,1,street_plus_bias,rw_hl4_med,13,2.2265533004421054,1.7833043458773685,1.135639620426061,1.35667409714363,1.4245644814949154,False
W1,adj_ebitda_margin_pct,1,street_plus_bias,rw_hl4_usd,13,2.2869099730761935,1.656231049833227,1.943726434340679,1.3934503711884445,1.323053988062057,False
W1,adj_ebitda_margin_pct,1,street_plus_flowthrough,ew,13,1.8386806560102267,1.520411971872267,1.33546754690226,1.1203371679594756,1.214557065021486,False
W1,adj_ebitda_margin_pct,1,street_plus_flowthrough,ew_usd,13,1.8386806560102267,1.520411971872267,1.33546754690226,1.1203371679594756,1.214557065021486,False
W1,adj_ebitda_margin_pct,1,street_plus_flowthrough,rw_hl4,13,1.7717733064097354,1.376285542821207,0.9743669918927085,1.0795694629629249,1.0994239459072483,False
